date,tvl
2020-05-20 00:00:00,54026260
2020-05-21 00:00:00,57638725
2020-05-22 00:00:00,56713126
2020-05-23 00:00:00,55708506
2020-05-24 00:00:00,55555950
2020-05-25 00:00:00,56144278
2020-05-26 00:00:00,54726168
2020-05-27 00:00:00,54997126
2020-05-28 00:00:00,56126544
2020-05-29 00:00:00,56232696
2020-05-30 00:00:00,57608742
2020-05-31 00:00:00,63417218
2020-06-01 00:00:00,65027863
2020-06-02 00:00:00,65990758
2020-06-03 00:00:00,68571374
2020-06-04 00:00:00,68492633
2020-06-05 00:00:00,67636747
2020-06-06 00:00:00,69313598
2020-06-07 00:00:00,69493185
2020-06-08 00:00:00,72028582
2020-06-09 00:00:00,71060252
2020-06-10 00:00:00,78967293
2020-06-11 00:00:00,82944086
2020-06-12 00:00:00,87919788
2020-06-13 00:00:00,88170357
2020-06-14 00:00:00,86345505
2020-06-15 00:00:00,82814173
2020-06-16 00:00:00,81113527
2020-06-17 00:00:00,84007164
2020-06-18 00:00:00,83988761
2020-06-19 00:00:00,88451404
2020-06-20 00:00:00,96273753
2020-06-21 00:00:00,109248955
2020-06-22 00:00:00,121787661
2020-06-23 00:00:00,128547140
2020-06-24 00:00:00,119278799
2020-06-25 00:00:00,128276655
2020-06-26 00:00:00,117297072
2020-06-27 00:00:00,112475360
2020-06-28 00:00:00,113665677
2020-06-29 00:00:00,115591767
2020-06-30 00:00:00,114006809
2020-07-01 00:00:00,114489984
2020-07-02 00:00:00,114853869
2020-07-03 00:00:00,123895757
2020-07-04 00:00:00,123439548
2020-07-05 00:00:00,126205313
2020-07-06 00:00:00,123501772
2020-07-07 00:00:00,138495482
2020-07-08 00:00:00,153656372
2020-07-09 00:00:00,160199722
2020-07-10 00:00:00,159673156
2020-07-11 00:00:00,153118910
2020-07-12 00:00:00,169445826
2020-07-13 00:00:00,191566427
2020-07-14 00:00:00,198199322
2020-07-15 00:00:00,196437939
2020-07-16 00:00:00,210924741
2020-07-17 00:00:00,213301347
2020-07-18 00:00:00,244329338
2020-07-19 00:00:00,240844088
2020-07-20 00:00:00,349853150
2020-07-21 00:00:00,453478436
2020-07-22 00:00:00,500363276
2020-07-23 00:00:00,521108992
2020-07-24 00:00:00,591254138
2020-07-25 00:00:00,552271561
2020-07-26 00:00:00,621524195
2020-07-27 00:00:00,471939976
2020-07-28 00:00:00,384847356
2020-07-29 00:00:00,373754228
2020-07-30 00:00:00,407368505
2020-07-31 00:00:00,462325379
2020-08-01 00:00:00,494082479
2020-08-02 00:00:00,490568392
2020-08-03 00:00:00,521072176
2020-08-04 00:00:00,476133042
2020-08-05 00:00:00,479335393
2020-08-06 00:00:00,483245556
2020-08-07 00:00:00,491674122
2020-08-08 00:00:00,531341998
2020-08-09 00:00:00,554227431
2020-08-10 00:00:00,594163572
2020-08-11 00:00:00,541829895
2020-08-12 00:00:00,528978533
2020-08-13 00:00:00,515902188
2020-08-14 00:00:00,533968202
2020-08-15 00:00:00,942538769
2020-08-16 00:00:00,1017388129
2020-08-17 00:00:00,1068762948
2020-08-18 00:00:00,1156489821
2020-08-19 00:00:00,1125343188
2020-08-20 00:00:00,1225342304
2020-08-21 00:00:00,1275748623
2020-08-22 00:00:00,1316913415
2020-08-23 00:00:00,1329275300
2020-08-24 00:00:00,1326291415
2020-08-25 00:00:00,1333412430
2020-08-26 00:00:00,1425205832
2020-08-27 00:00:00,1483946183
2020-08-28 00:00:00,1461689013
2020-08-29 00:00:00,1539444017
2020-08-30 00:00:00,1623540871
2020-08-31 00:00:00,1700088445
2020-09-01 00:00:00,1538557410
2020-09-02 00:00:00,1563134880
2020-09-03 00:00:00,1469010708
2020-09-04 00:00:00,1493953067
2020-09-05 00:00:00,1445457141
2020-09-06 00:00:00,1342809076
2020-09-07 00:00:00,1368384375
2020-09-08 00:00:00,1321124751
2020-09-09 00:00:00,1307499572
2020-09-10 00:00:00,1396997371
2020-09-11 00:00:00,1525024147
2020-09-12 00:00:00,1441543587
2020-09-13 00:00:00,1512806357
2020-09-14 00:00:00,1520735659
2020-09-15 00:00:00,1466981966
2020-09-16 00:00:00,1490913670
2020-09-17 00:00:00,1409177184
2020-09-18 00:00:00,1352452105
2020-09-19 00:00:00,1326091707
2020-09-20 00:00:00,1333588818
2020-09-21 00:00:00,1333287783
2020-09-22 00:00:00,1190604347
2020-09-23 00:00:00,1198194161
2020-09-24 00:00:00,1371209230
2020-09-25 00:00:00,1344369327
2020-09-26 00:00:00,1387435451
2020-09-27 00:00:00,1517961867
2020-09-28 00:00:00,1471598695
2020-09-29 00:00:00,1594587460
2020-09-30 00:00:00,1549365515
2020-10-01 00:00:00,1470388342
2020-10-02 00:00:00,1501053598
2020-10-03 00:00:00,1346567980
2020-10-04 00:00:00,1350031031
2020-10-05 00:00:00,1319338289
2020-10-06 00:00:00,1182702014
2020-10-07 00:00:00,1173893268
2020-10-08 00:00:00,1082928572
2020-10-09 00:00:00,1069286057
2020-10-10 00:00:00,1101950442
2020-10-11 00:00:00,1061227409
2020-10-12 00:00:00,1044283850
2020-10-13 00:00:00,1039337579
2020-10-14 00:00:00,1063776606
2020-10-15 00:00:00,1033137246
2020-10-16 00:00:00,1013360492
2020-10-17 00:00:00,1003536970
2020-10-18 00:00:00,979587065
2020-10-19 00:00:00,989796758
2020-10-20 00:00:00,968794272
2020-10-21 00:00:00,899280626
2020-10-22 00:00:00,932239515
2020-10-23 00:00:00,1022962269
2020-10-24 00:00:00,1128877665
2020-10-25 00:00:00,1138364481
2020-10-26 00:00:00,1119064416
2020-10-27 00:00:00,1004721877
2020-10-28 00:00:00,986776251
2020-10-29 00:00:00,1002413791
2020-10-30 00:00:00,959599065
2020-10-31 00:00:00,963701873
2020-11-01 00:00:00,987058133
2020-11-02 00:00:00,977491481
2020-11-03 00:00:00,978924578
2020-11-04 00:00:00,963913158
2020-11-05 00:00:00,944673839
2020-11-06 00:00:00,912300161
2020-11-07 00:00:00,1035343052
2020-11-08 00:00:00,1122926208
2020-11-09 00:00:00,1105354864
2020-11-10 00:00:00,1175271700
2020-11-11 00:00:00,1190225583
2020-11-12 00:00:00,1208109860
2020-11-13 00:00:00,1192418454
2020-11-14 00:00:00,1219847058
2020-11-15 00:00:00,1189636578
2020-11-16 00:00:00,1218192930
2020-11-17 00:00:00,1232411139
2020-11-18 00:00:00,1316328015
2020-11-19 00:00:00,1343681805
2020-11-20 00:00:00,1353978471
2020-11-21 00:00:00,1442246916
2020-11-22 00:00:00,1413758150
2020-11-23 00:00:00,1337781148
2020-11-24 00:00:00,1455224589
2020-11-25 00:00:00,1471123397
2020-11-26 00:00:00,1517818958
2020-11-27 00:00:00,1295546354
2020-11-28 00:00:00,1287346649
2020-11-29 00:00:00,1332612928
2020-11-30 00:00:00,1409363991
2020-12-01 00:00:00,1513693024
2020-12-02 00:00:00,1540031262
2020-12-03 00:00:00,1541543528
2020-12-04 00:00:00,1554414996
2020-12-05 00:00:00,1518248673
2020-12-06 00:00:00,1483194585
2020-12-07 00:00:00,1460106955
2020-12-08 00:00:00,1483199523
2020-12-09 00:00:00,1450566230
2020-12-10 00:00:00,1405459918
2020-12-11 00:00:00,1371100428
2020-12-12 00:00:00,1322305412
2020-12-13 00:00:00,1382534918
2020-12-14 00:00:00,1442118802
2020-12-15 00:00:00,1419845524
2020-12-16 00:00:00,1461520592
2020-12-17 00:00:00,1456800377
2020-12-18 00:00:00,1597265004
2020-12-19 00:00:00,1554315444
2020-12-20 00:00:00,1608744660
2020-12-21 00:00:00,1563588447
2020-12-22 00:00:00,1460869888
2020-12-23 00:00:00,1504612156
2020-12-24 00:00:00,1494043682
2020-12-25 00:00:00,1424455658
2020-12-26 00:00:00,1538391852
2020-12-27 00:00:00,1492484959
2020-12-28 00:00:00,1496243263
2020-12-29 00:00:00,1639873469
2020-12-30 00:00:00,1621802656
2020-12-31 00:00:00,1677660114
2021-01-01 00:00:00,1736188234
2021-01-02 00:00:00,1780883178
2021-01-03 00:00:00,1785602557
2021-01-04 00:00:00,1953151436
2021-01-05 00:00:00,2078222606
2021-01-06 00:00:00,2210745069
2021-01-07 00:00:00,2361847231
2021-01-08 00:00:00,2509907817
2021-01-09 00:00:00,2530823716
2021-01-10 00:00:00,2483747733
2021-01-11 00:00:00,2546736080
2021-01-12 00:00:00,2211238181
2021-01-13 00:00:00,2277301089
2021-01-14 00:00:00,2326260686
2021-01-15 00:00:00,2398205020
2021-01-16 00:00:00,2496778088
2021-01-17 00:00:00,2737164323
2021-01-18 00:00:00,2682725946
2021-01-19 00:00:00,2771243991
2021-01-20 00:00:00,2875159479
2021-01-21 00:00:00,2577243841
2021-01-22 00:00:00,2494799833
2021-01-23 00:00:00,2515307956
2021-01-24 00:00:00,2660922186
2021-01-25 00:00:00,2852577757
2021-01-26 00:00:00,2947020835
2021-01-27 00:00:00,2697907493
2021-01-28 00:00:00,2630323512
2021-01-29 00:00:00,2851928496
2021-01-30 00:00:00,3022498117
2021-01-31 00:00:00,2862768388
2021-02-01 00:00:00,2965760613
2021-02-02 00:00:00,2845347094
2021-02-03 00:00:00,2853025084
2021-02-04 00:00:00,3203041618
2021-02-05 00:00:00,3528477088
2021-02-06 00:00:00,3909942513
2021-02-07 00:00:00,3712317468
2021-02-08 00:00:00,3649874801
2021-02-09 00:00:00,3976404167
2021-02-10 00:00:00,4007760739
2021-02-11 00:00:00,4298149263
2021-02-12 00:00:00,4021527707
2021-02-13 00:00:00,4027442154
2021-02-14 00:00:00,3988657206
2021-02-15 00:00:00,4156647754
2021-02-16 00:00:00,4125263876
2021-02-17 00:00:00,4121145946
2021-02-18 00:00:00,4089477108
2021-02-19 00:00:00,4242094053
2021-02-20 00:00:00,4243124983
2021-02-21 00:00:00,4618348979
2021-02-22 00:00:00,4436318832
2021-02-23 00:00:00,4137272401
2021-02-24 00:00:00,3464990124
2021-02-25 00:00:00,3877856689
2021-02-26 00:00:00,3751233345
2021-02-27 00:00:00,3433845280
2021-02-28 00:00:00,3484998493
2021-03-01 00:00:00,3362881551
2021-03-02 00:00:00,3695726055
2021-03-03 00:00:00,3880580377
2021-03-04 00:00:00,4117530960
2021-03-05 00:00:00,3948744125
2021-03-06 00:00:00,3703489980
2021-03-07 00:00:00,3766394628
2021-03-08 00:00:00,3961957086
2021-03-09 00:00:00,3951698963
2021-03-10 00:00:00,4076533795
2021-03-11 00:00:00,4106565364
2021-03-12 00:00:00,4100260485
2021-03-13 00:00:00,4153708514
2021-03-14 00:00:00,4321860298
2021-03-15 00:00:00,4327637232
2021-03-16 00:00:00,4103078944
2021-03-17 00:00:00,4138737456
2021-03-18 00:00:00,4056500888
2021-03-19 00:00:00,4241512002
2021-03-20 00:00:00,4313276376
2021-03-21 00:00:00,4430637567
2021-03-22 00:00:00,4182188477
2021-03-23 00:00:00,4226739493
2021-03-24 00:00:00,4006650412
2021-03-25 00:00:00,4196862639
2021-03-26 00:00:00,3879491976
2021-03-27 00:00:00,4111389531
2021-03-28 00:00:00,4133706056
2021-03-29 00:00:00,4317927902
2021-03-30 00:00:00,4518439410
2021-03-31 00:00:00,4663603983
2021-04-01 00:00:00,4547898957
2021-04-02 00:00:00,4774333098
2021-04-03 00:00:00,4935565241
2021-04-04 00:00:00,4967929671
2021-04-05 00:00:00,4821454410
2021-04-06 00:00:00,4827825988
2021-04-07 00:00:00,4949548272
2021-04-08 00:00:00,4519705831
2021-04-09 00:00:00,4538960271
2021-04-10 00:00:00,4717451176
2021-04-11 00:00:00,4727356856
2021-04-12 00:00:00,4628524484
2021-04-13 00:00:00,4689734670
2021-04-14 00:00:00,4816806914
2021-04-15 00:00:00,5218705508
2021-04-16 00:00:00,5492370754
2021-04-17 00:00:00,5513296735
2021-04-18 00:00:00,5575860370
2021-04-19 00:00:00,4790445904
2021-04-20 00:00:00,5206519768
2021-04-21 00:00:00,5075665928
2021-04-22 00:00:00,5214888445
2021-04-23 00:00:00,5697613415
2021-04-24 00:00:00,4995596427
2021-04-25 00:00:00,4808804404
2021-04-26 00:00:00,5065727093
2021-04-27 00:00:00,6273546596
2021-04-28 00:00:00,7111641489
2021-04-29 00:00:00,7834726418
2021-04-30 00:00:00,8182559676
2021-05-01 00:00:00,8572635709
2021-05-02 00:00:00,8972705037
2021-05-03 00:00:00,9293411462
2021-05-04 00:00:00,10360893252
2021-05-05 00:00:00,10829812017
2021-05-06 00:00:00,9968541694
2021-05-07 00:00:00,11062167689
2021-05-08 00:00:00,10760024964
2021-05-09 00:00:00,10548445686
2021-05-10 00:00:00,10970606164
2021-05-11 00:00:00,11507609054
2021-05-12 00:00:00,11047318171
2021-05-13 00:00:00,12011259965
2021-05-14 00:00:00,11180238830
2021-05-15 00:00:00,11929810861
2021-05-16 00:00:00,11892144818
2021-05-17 00:00:00,12119071809
2021-05-18 00:00:00,11664502490
2021-05-19 00:00:00,12248713354
2021-05-20 00:00:00,10479514443
2021-05-21 00:00:00,10695923787
2021-05-22 00:00:00,10663735608
2021-05-23 00:00:00,9527699520
2021-05-24 00:00:00,7911926911
2021-05-25 00:00:00,9273891116
2021-05-26 00:00:00,9321677306
2021-05-27 00:00:00,10861302454
2021-05-28 00:00:00,11382448935
2021-05-29 00:00:00,10092659100
2021-05-30 00:00:00,10617279038
2021-05-31 00:00:00,11197109826
2021-06-01 00:00:00,11782508382
2021-06-02 00:00:00,12055393575
2021-06-03 00:00:00,12383789728
2021-06-04 00:00:00,12559954549
2021-06-05 00:00:00,11679451747
