account,activer_users,dt
Deposit,634,2025-05-07 00:00:00+00:00
Borrow,1302,2026-02-05 00:00:00+00:00
Borrow,894,2025-09-24 00:00:00+00:00
Deposit,2362,2026-02-02 00:00:00+00:00
Deposit,698,2025-04-29 00:00:00+00:00
Deposit,1059,2025-07-11 00:00:00+00:00
Deposit,967,2025-10-26 00:00:00+00:00
Deposit,959,2025-09-27 00:00:00+00:00
Deposit,974,2025-09-29 00:00:00+00:00
Deposit,1109,2025-08-06 00:00:00+00:00
Deposit,691,2026-01-01 00:00:00+00:00
Deposit,1702,2025-08-12 00:00:00+00:00
Deposit,999,2025-12-10 00:00:00+00:00
Deposit,716,2025-07-05 00:00:00+00:00
Deposit,1112,2025-10-29 00:00:00+00:00
Deposit,789,2026-01-04 00:00:00+00:00
Deposit,800,2025-06-21 00:00:00+00:00
Deposit,2975,2026-01-31 00:00:00+00:00
Deposit,1475,2025-09-26 00:00:00+00:00
Deposit,1295,2025-04-08 00:00:00+00:00
Deposit,949,2025-04-22 00:00:00+00:00
Deposit,797,2025-09-07 00:00:00+00:00
Deposit,864,2025-05-20 00:00:00+00:00
Borrow,991,2026-02-02 00:00:00+00:00
Borrow,557,2025-04-29 00:00:00+00:00
Borrow,897,2025-07-11 00:00:00+00:00
Borrow,634,2025-10-26 00:00:00+00:00
Borrow,675,2025-09-27 00:00:00+00:00
Borrow,872,2025-09-29 00:00:00+00:00
Borrow,1385,2025-08-12 00:00:00+00:00
Borrow,697,2025-12-10 00:00:00+00:00
Borrow,521,2025-09-07 00:00:00+00:00
Borrow,397,2025-07-05 00:00:00+00:00
Borrow,487,2026-01-04 00:00:00+00:00
Borrow,492,2025-06-21 00:00:00+00:00
Borrow,1018,2026-01-31 00:00:00+00:00
Borrow,729,2025-05-20 00:00:00+00:00
Borrow,659,2025-04-08 00:00:00+00:00
Borrow,718,2025-04-22 00:00:00+00:00
Borrow,1087,2025-09-26 00:00:00+00:00
Borrow,916,2025-08-06 00:00:00+00:00
Borrow,336,2026-01-01 00:00:00+00:00
Borrow,812,2025-10-29 00:00:00+00:00
Repay,327,2025-08-06 00:00:00+00:00
Repay,214,2026-01-01 00:00:00+00:00
Liquidation,2,2025-09-27 00:00:00+00:00
Repay,1422,2026-02-02 00:00:00+00:00
Repay,179,2025-04-29 00:00:00+00:00
Repay,295,2025-10-26 00:00:00+00:00
Repay,351,2025-07-11 00:00:00+00:00
Repay,4084,2026-02-05 00:00:00+00:00
Repay,471,2025-09-24 00:00:00+00:00
Repay,245,2025-09-07 00:00:00+00:00
Repay,188,2025-07-05 00:00:00+00:00
Repay,2266,2026-01-31 00:00:00+00:00
Repay,279,2026-01-04 00:00:00+00:00
Repay,313,2025-06-21 00:00:00+00:00
Repay,682,2025-09-26 00:00:00+00:00
Repay,446,2025-12-10 00:00:00+00:00
Repay,578,2025-08-12 00:00:00+00:00
Repay,463,2025-04-08 00:00:00+00:00
Repay,243,2025-04-22 00:00:00+00:00
Repay,265,2025-05-20 00:00:00+00:00
Repay,385,2025-09-27 00:00:00+00:00
Repay,333,2025-09-29 00:00:00+00:00
Liquidation,2,2025-09-07 00:00:00+00:00
Liquidation,41,2026-02-05 00:00:00+00:00
Liquidation,5,2025-09-24 00:00:00+00:00
Liquidation,6,2025-10-29 00:00:00+00:00
Liquidation,7,2025-08-12 00:00:00+00:00
Liquidation,3,2025-12-10 00:00:00+00:00
Repay,333,2025-10-29 00:00:00+00:00
Flashloan,64,2025-09-28 00:00:00+00:00
Repay,349,2025-09-28 00:00:00+00:00
Repay,417,2026-01-05 00:00:00+00:00
Repay,214,2025-03-27 00:00:00+00:00
Repay,583,2025-11-07 00:00:00+00:00
Repay,238,2026-01-18 00:00:00+00:00
Repay,1920,2026-02-06 00:00:00+00:00
Repay,289,2025-08-05 00:00:00+00:00
Repay,244,2025-09-20 00:00:00+00:00
Repay,242,2025-05-19 00:00:00+00:00
Repay,561,2025-04-09 00:00:00+00:00
Liquidation,5,2025-07-17 00:00:00+00:00
Liquidation,2,2025-05-14 00:00:00+00:00
Liquidation,3,2025-06-15 00:00:00+00:00
Flashloan,13,2026-02-19 00:00:00+00:00
Flashloan,16,2025-12-17 00:00:00+00:00
Flashloan,50,2025-05-19 00:00:00+00:00
Flashloan,72,2025-08-05 00:00:00+00:00
Flashloan,46,2025-09-20 00:00:00+00:00
Flashloan,31,2026-02-06 00:00:00+00:00
Flashloan,196,2025-04-09 00:00:00+00:00
Flashloan,50,2025-03-08 00:00:00+00:00
Flashloan,30,2025-06-07 00:00:00+00:00
Flashloan,31,2025-06-28 00:00:00+00:00
Flashloan,15,2025-12-22 00:00:00+00:00
Flashloan,45,2025-05-14 00:00:00+00:00
Flashloan,69,2025-07-17 00:00:00+00:00
Flashloan,31,2025-06-15 00:00:00+00:00
Flashloan,17,2026-01-05 00:00:00+00:00
Flashloan,34,2025-03-27 00:00:00+00:00
Flashloan,90,2025-09-01 00:00:00+00:00
Flashloan,51,2025-07-04 00:00:00+00:00
Flashloan,52,2025-09-14 00:00:00+00:00
Flashloan,189,2025-11-20 00:00:00+00:00
Repay,561,2025-12-17 00:00:00+00:00
Repay,460,2026-02-19 00:00:00+00:00
Flashloan,14,2026-01-18 00:00:00+00:00
Repay,451,2025-10-03 00:00:00+00:00
Repay,1387,2025-11-04 00:00:00+00:00
Repay,231,2025-05-06 00:00:00+00:00
Repay,177,2025-03-08 00:00:00+00:00
Repay,372,2025-12-22 00:00:00+00:00
Repay,151,2025-06-28 00:00:00+00:00
Repay,262,2025-06-07 00:00:00+00:00
Liquidation,2,2026-01-05 00:00:00+00:00
Liquidation,1,2025-09-28 00:00:00+00:00
Liquidation,29,2026-02-06 00:00:00+00:00
Liquidation,3,2025-05-19 00:00:00+00:00
Liquidation,3,2025-08-05 00:00:00+00:00
Liquidation,2,2026-02-19 00:00:00+00:00
Liquidation,8,2025-12-17 00:00:00+00:00
Liquidation,7,2025-09-01 00:00:00+00:00
Liquidation,3,2025-07-04 00:00:00+00:00
Liquidation,5,2025-12-22 00:00:00+00:00
Liquidation,5,2025-03-08 00:00:00+00:00
Liquidation,4,2025-06-07 00:00:00+00:00
Liquidation,1,2025-03-27 00:00:00+00:00
Liquidation,2,2026-01-18 00:00:00+00:00
Liquidation,14,2025-11-20 00:00:00+00:00
Liquidation,3,2025-11-07 00:00:00+00:00
Liquidation,24,2025-11-04 00:00:00+00:00
Liquidation,2,2025-10-03 00:00:00+00:00
Liquidation,3,2025-05-06 00:00:00+00:00
Liquidation,19,2025-04-09 00:00:00+00:00
Flashloan,380,2025-11-04 00:00:00+00:00
Flashloan,43,2025-05-06 00:00:00+00:00
Flashloan,81,2025-10-03 00:00:00+00:00
Flashloan,123,2025-11-07 00:00:00+00:00
Repay,383,2025-07-17 00:00:00+00:00
Repay,265,2025-05-14 00:00:00+00:00
Repay,181,2025-06-15 00:00:00+00:00
Borrow,396,2025-06-15 00:00:00+00:00
Borrow,1009,2025-07-17 00:00:00+00:00
Borrow,659,2025-05-14 00:00:00+00:00
Borrow,435,2026-01-18 00:00:00+00:00
Repay,769,2025-11-20 00:00:00+00:00
Deposit,1611,2025-04-09 00:00:00+00:00
Flashloan,29,2025-07-13 00:00:00+00:00
Borrow,543,2025-07-04 00:00:00+00:00
Borrow,722,2025-09-01 00:00:00+00:00
Borrow,605,2025-09-14 00:00:00+00:00
Borrow,519,2025-06-07 00:00:00+00:00
Borrow,398,2025-06-28 00:00:00+00:00
Borrow,406,2025-03-08 00:00:00+00:00
Borrow,535,2025-12-22 00:00:00+00:00
Borrow,924,2025-10-03 00:00:00+00:00
Borrow,1107,2025-11-04 00:00:00+00:00
Borrow,494,2025-05-06 00:00:00+00:00
Deposit,981,2025-09-28 00:00:00+00:00
Deposit,987,2026-02-19 00:00:00+00:00
Deposit,1084,2025-12-17 00:00:00+00:00
Deposit,607,2025-06-15 00:00:00+00:00
Deposit,1165,2025-07-17 00:00:00+00:00
Deposit,741,2025-05-14 00:00:00+00:00
Deposit,637,2025-03-27 00:00:00+00:00
Deposit,957,2025-09-01 00:00:00+00:00
Deposit,800,2025-07-04 00:00:00+00:00
Deposit,822,2025-09-14 00:00:00+00:00
Deposit,1079,2026-01-05 00:00:00+00:00
Deposit,1781,2025-11-20 00:00:00+00:00
Deposit,869,2026-01-18 00:00:00+00:00
Deposit,907,2025-03-08 00:00:00+00:00
Deposit,729,2025-06-07 00:00:00+00:00
Deposit,547,2025-06-28 00:00:00+00:00
Deposit,959,2025-12-22 00:00:00+00:00
Flashloan,43,2025-06-30 00:00:00+00:00
Flashloan,109,2025-03-12 00:00:00+00:00
Flashloan,72,2025-08-28 00:00:00+00:00
Flashloan,12,2026-01-06 00:00:00+00:00
Flashloan,222,2025-11-14 00:00:00+00:00
Flashloan,9,2025-12-05 00:00:00+00:00
Flashloan,96,2025-10-15 00:00:00+00:00
Flashloan,37,2025-05-15 00:00:00+00:00
Flashloan,57,2025-04-24 00:00:00+00:00
Flashloan,74,2025-03-31 00:00:00+00:00
Flashloan,11,2025-12-26 00:00:00+00:00
Flashloan,16,2026-02-23 00:00:00+00:00
Flashloan,176,2025-11-16 00:00:00+00:00
Flashloan,66,2025-09-10 00:00:00+00:00
Deposit,1041,2025-08-05 00:00:00+00:00
Deposit,887,2025-09-20 00:00:00+00:00
Deposit,3191,2026-02-06 00:00:00+00:00
Deposit,748,2025-05-19 00:00:00+00:00
Repay,305,2025-09-01 00:00:00+00:00
Repay,222,2025-09-14 00:00:00+00:00
Repay,244,2025-07-04 00:00:00+00:00
Flashloan,64,2025-04-13 00:00:00+00:00
Flashloan,32,2025-12-02 00:00:00+00:00
Borrow,815,2025-08-05 00:00:00+00:00
Borrow,584,2025-09-20 00:00:00+00:00
Borrow,1378,2026-02-06 00:00:00+00:00
Borrow,613,2025-05-19 00:00:00+00:00
Flashloan,140,2025-08-01 00:00:00+00:00
Flashloan,59,2025-07-27 00:00:00+00:00
Deposit,1103,2025-10-03 00:00:00+00:00
Deposit,2645,2025-11-04 00:00:00+00:00
Deposit,634,2025-05-06 00:00:00+00:00
Borrow,806,2025-04-09 00:00:00+00:00
Borrow,668,2025-09-28 00:00:00+00:00
Borrow,514,2026-02-19 00:00:00+00:00
Borrow,599,2025-12-17 00:00:00+00:00
Borrow,468,2025-03-27 00:00:00+00:00
Borrow,762,2025-11-20 00:00:00+00:00
Borrow,740,2026-01-05 00:00:00+00:00
Borrow,826,2025-11-07 00:00:00+00:00
Liquidation,7,2025-08-25 00:00:00+00:00
Liquidation,1,2025-03-17 00:00:00+00:00
Deposit,765,2025-06-30 00:00:00+00:00
Liquidation,4,2025-10-28 00:00:00+00:00
Liquidation,3,2025-12-29 00:00:00+00:00
Liquidation,1,2025-09-05 00:00:00+00:00
Liquidation,1,2025-10-23 00:00:00+00:00
Liquidation,3,2025-03-06 00:00:00+00:00
Liquidation,12,2026-01-20 00:00:00+00:00
Liquidation,1,2026-01-03 00:00:00+00:00
Liquidation,2,2025-05-21 00:00:00+00:00
Liquidation,3,2025-11-11 00:00:00+00:00
Liquidation,1,2026-01-11 00:00:00+00:00
Liquidation,2,2025-08-30 00:00:00+00:00
Liquidation,3,2026-02-18 00:00:00+00:00
Liquidation,9,2025-05-18 00:00:00+00:00
Liquidation,17,2026-01-30 00:00:00+00:00
Liquidation,3,2025-03-23 00:00:00+00:00
Liquidation,6,2025-04-21 00:00:00+00:00
Liquidation,11,2025-04-03 00:00:00+00:00
Liquidation,2,2025-05-26 00:00:00+00:00
Liquidation,5,2025-07-10 00:00:00+00:00
Liquidation,2,2025-06-19 00:00:00+00:00
Deposit,593,2025-06-08 00:00:00+00:00
Deposit,797,2025-07-13 00:00:00+00:00
Deposit,1354,2025-03-12 00:00:00+00:00
Deposit,977,2025-08-28 00:00:00+00:00
Deposit,978,2026-01-06 00:00:00+00:00
Deposit,870,2025-03-31 00:00:00+00:00
Deposit,715,2025-12-26 00:00:00+00:00
Deposit,1885,2025-11-14 00:00:00+00:00
Deposit,1065,2025-12-05 00:00:00+00:00
Deposit,705,2025-04-13 00:00:00+00:00
Deposit,1172,2025-12-02 00:00:00+00:00
Deposit,1380,2026-02-23 00:00:00+00:00
Deposit,1328,2025-11-16 00:00:00+00:00
Deposit,729,2025-05-15 00:00:00+00:00
Deposit,1058,2025-10-15 00:00:00+00:00
Deposit,1091,2025-07-27 00:00:00+00:00
Deposit,1470,2025-08-01 00:00:00+00:00
Deposit,669,2025-04-24 00:00:00+00:00
Deposit,918,2025-09-10 00:00:00+00:00
Deposit,788,2026-01-03 00:00:00+00:00
Deposit,1448,2026-01-20 00:00:00+00:00
Deposit,846,2025-05-21 00:00:00+00:00
Deposit,949,2026-02-18 00:00:00+00:00
Deposit,1002,2025-04-03 00:00:00+00:00
Deposit,795,2025-05-26 00:00:00+00:00
Deposit,693,2025-06-19 00:00:00+00:00
Deposit,1016,2025-07-10 00:00:00+00:00
Borrow,634,2026-02-23 00:00:00+00:00
Borrow,591,2025-11-16 00:00:00+00:00
Repay,315,2025-09-05 00:00:00+00:00
Repay,352,2025-12-29 00:00:00+00:00
Repay,323,2025-10-28 00:00:00+00:00
Repay,221,2025-03-06 00:00:00+00:00
Repay,337,2025-10-23 00:00:00+00:00
Repay,171,2025-06-08 00:00:00+00:00
Repay,242,2025-06-19 00:00:00+00:00
Repay,289,2025-07-10 00:00:00+00:00
Repay,211,2025-03-01 00:00:00+00:00
Repay,364,2025-07-21 00:00:00+00:00
Repay,192,2025-05-18 00:00:00+00:00
Repay,288,2026-01-03 00:00:00+00:00
Repay,805,2026-01-20 00:00:00+00:00
Repay,238,2025-05-21 00:00:00+00:00
Repay,184,2025-03-17 00:00:00+00:00
Repay,410,2025-08-25 00:00:00+00:00
Repay,250,2025-04-21 00:00:00+00:00
Repay,378,2025-04-03 00:00:00+00:00
Repay,261,2025-05-26 00:00:00+00:00
Repay,234,2026-01-11 00:00:00+00:00
Repay,317,2025-11-11 00:00:00+00:00
Repay,262,2025-08-30 00:00:00+00:00
Repay,274,2026-02-21 00:00:00+00:00
Flashloan,21,2025-06-08 00:00:00+00:00
Borrow,597,2025-06-30 00:00:00+00:00
Borrow,554,2025-04-24 00:00:00+00:00
Borrow,776,2025-10-15 00:00:00+00:00
Borrow,586,2025-05-15 00:00:00+00:00
Borrow,687,2025-07-13 00:00:00+00:00
Borrow,673,2026-01-06 00:00:00+00:00
Borrow,906,2025-07-27 00:00:00+00:00
Borrow,1013,2025-08-01 00:00:00+00:00
Borrow,493,2025-03-31 00:00:00+00:00
Borrow,375,2025-12-26 00:00:00+00:00
Flashloan,56,2025-05-21 00:00:00+00:00
Flashloan,18,2026-01-20 00:00:00+00:00
Flashloan,14,2026-01-03 00:00:00+00:00
Flashloan,154,2025-08-25 00:00:00+00:00
Flashloan,55,2025-03-17 00:00:00+00:00
Flashloan,55,2025-03-01 00:00:00+00:00
Flashloan,73,2025-07-21 00:00:00+00:00
Flashloan,69,2025-03-06 00:00:00+00:00
Flashloan,72,2025-10-23 00:00:00+00:00
Flashloan,79,2025-10-28 00:00:00+00:00
Flashloan,68,2025-09-05 00:00:00+00:00
Flashloan,9,2025-12-29 00:00:00+00:00
Flashloan,11,2026-02-18 00:00:00+00:00
Flashloan,79,2025-11-11 00:00:00+00:00
Flashloan,53,2025-08-30 00:00:00+00:00
Flashloan,13,2026-01-11 00:00:00+00:00
Flashloan,21,2026-01-30 00:00:00+00:00
Flashloan,31,2025-03-23 00:00:00+00:00
Flashloan,8,2026-02-21 00:00:00+00:00
Flashloan,47,2025-05-18 00:00:00+00:00
Flashloan,55,2025-04-21 00:00:00+00:00
Flashloan,35,2025-05-26 00:00:00+00:00
Flashloan,101,2025-04-03 00:00:00+00:00
Flashloan,48,2025-06-19 00:00:00+00:00
Flashloan,68,2025-07-10 00:00:00+00:00
Repay,128,2025-03-23 00:00:00+00:00
Repay,409,2026-02-18 00:00:00+00:00
Repay,1059,2026-01-30 00:00:00+00:00
Borrow,696,2025-09-10 00:00:00+00:00
Borrow,728,2025-12-02 00:00:00+00:00
Borrow,456,2025-04-13 00:00:00+00:00
Borrow,824,2025-11-14 00:00:00+00:00
Borrow,618,2025-12-05 00:00:00+00:00
Borrow,553,2025-03-12 00:00:00+00:00
Borrow,805,2025-08-28 00:00:00+00:00
Repay,351,2025-12-02 00:00:00+00:00
Repay,161,2025-04-13 00:00:00+00:00
Repay,259,2025-07-13 00:00:00+00:00
Repay,211,2025-06-30 00:00:00+00:00
Repay,323,2025-09-10 00:00:00+00:00
Repay,176,2025-04-24 00:00:00+00:00
Repay,316,2025-08-28 00:00:00+00:00
Repay,302,2025-03-12 00:00:00+00:00
Repay,890,2025-11-14 00:00:00+00:00
Repay,460,2025-12-05 00:00:00+00:00
Repay,404,2025-10-15 00:00:00+00:00
Repay,236,2025-05-15 00:00:00+00:00
Repay,335,2025-07-27 00:00:00+00:00
Repay,529,2025-08-01 00:00:00+00:00
Liquidation,1,2025-06-08 00:00:00+00:00
Repay,391,2026-01-06 00:00:00+00:00
Repay,740,2026-02-23 00:00:00+00:00
Repay,536,2025-11-16 00:00:00+00:00
Borrow,419,2025-06-08 00:00:00+00:00
Deposit,1334,2025-07-18 00:00:00+00:00
Deposit,750,2025-10-25 00:00:00+00:00
Deposit,791,2025-12-14 00:00:00+00:00
Borrow,1149,2025-07-18 00:00:00+00:00
Borrow,450,2025-10-25 00:00:00+00:00
Borrow,442,2025-12-14 00:00:00+00:00
Liquidation,1,2025-06-30 00:00:00+00:00
Deposit,1096,2025-03-06 00:00:00+00:00
Deposit,932,2025-09-05 00:00:00+00:00
Deposit,965,2025-10-23 00:00:00+00:00
Deposit,1024,2025-10-28 00:00:00+00:00
Deposit,872,2025-12-29 00:00:00+00:00
Repay,288,2025-12-26 00:00:00+00:00
Repay,332,2025-03-31 00:00:00+00:00
Deposit,1067,2026-01-15 00:00:00+00:00
Deposit,2012,2025-11-05 00:00:00+00:00
Deposit,1816,2025-04-06 00:00:00+00:00
Deposit,1088,2025-09-02 00:00:00+00:00
Deposit,2151,2026-02-04 00:00:00+00:00
Deposit,1471,2025-08-22 00:00:00+00:00
Deposit,1462,2025-10-10 00:00:00+00:00
Liquidation,7,2025-07-21 00:00:00+00:00
Liquidation,7,2025-03-01 00:00:00+00:00
Liquidation,1,2026-02-21 00:00:00+00:00
Deposit,855,2025-08-30 00:00:00+00:00
Deposit,1100,2025-11-11 00:00:00+00:00
Deposit,660,2026-01-11 00:00:00+00:00
Deposit,1923,2026-01-30 00:00:00+00:00
Deposit,685,2025-05-18 00:00:00+00:00
Deposit,657,2025-03-23 00:00:00+00:00
Deposit,739,2026-02-21 00:00:00+00:00
Deposit,705,2025-04-21 00:00:00+00:00
Deposit,610,2025-03-17 00:00:00+00:00
Deposit,1454,2025-08-25 00:00:00+00:00
Deposit,734,2025-03-01 00:00:00+00:00
Deposit,1288,2025-07-21 00:00:00+00:00
Borrow,418,2026-01-03 00:00:00+00:00
Borrow,696,2026-01-20 00:00:00+00:00
Borrow,715,2025-05-21 00:00:00+00:00
Borrow,532,2025-03-06 00:00:00+00:00
Borrow,694,2025-09-05 00:00:00+00:00
Borrow,608,2025-10-23 00:00:00+00:00
Borrow,731,2025-10-28 00:00:00+00:00
Borrow,500,2025-12-29 00:00:00+00:00
Borrow,405,2025-03-17 00:00:00+00:00
Borrow,1095,2025-08-25 00:00:00+00:00
Borrow,557,2026-02-18 00:00:00+00:00
Borrow,551,2025-05-18 00:00:00+00:00
Borrow,616,2025-08-30 00:00:00+00:00
Borrow,324,2026-01-11 00:00:00+00:00
Borrow,634,2025-11-11 00:00:00+00:00
Borrow,533,2025-04-21 00:00:00+00:00
Borrow,512,2025-04-03 00:00:00+00:00
Borrow,636,2025-05-26 00:00:00+00:00
Borrow,390,2026-02-21 00:00:00+00:00
Borrow,884,2025-07-10 00:00:00+00:00
Borrow,453,2025-06-19 00:00:00+00:00
Borrow,777,2026-01-30 00:00:00+00:00
Borrow,1033,2025-07-21 00:00:00+00:00
Borrow,451,2025-03-01 00:00:00+00:00
Borrow,296,2025-03-23 00:00:00+00:00
Borrow,646,2026-01-15 00:00:00+00:00
Borrow,1027,2025-11-05 00:00:00+00:00
Borrow,589,2025-04-06 00:00:00+00:00
Borrow,1114,2025-08-22 00:00:00+00:00
Borrow,834,2025-09-02 00:00:00+00:00
Borrow,819,2026-02-04 00:00:00+00:00
Borrow,1042,2025-10-10 00:00:00+00:00
Borrow,631,2025-06-16 00:00:00+00:00
Borrow,972,2025-08-19 00:00:00+00:00
Borrow,732,2025-09-08 00:00:00+00:00
Borrow,593,2025-06-24 00:00:00+00:00
Borrow,864,2025-05-08 00:00:00+00:00
Borrow,711,2025-06-05 00:00:00+00:00
Borrow,1080,2025-08-07 00:00:00+00:00
Borrow,629,2025-11-23 00:00:00+00:00
Borrow,527,2025-04-12 00:00:00+00:00
Borrow,619,2026-02-09 00:00:00+00:00
Borrow,578,2025-12-19 00:00:00+00:00
Borrow,446,2025-03-26 00:00:00+00:00
Borrow,546,2026-01-08 00:00:00+00:00
Borrow,365,2025-05-03 00:00:00+00:00
Borrow,662,2025-10-04 00:00:00+00:00
Deposit,1602,2025-11-07 00:00:00+00:00
Flashloan,13,2025-12-08 00:00:00+00:00
Flashloan,41,2025-07-26 00:00:00+00:00
Flashloan,8,2026-01-28 00:00:00+00:00
Flashloan,28,2025-05-04 00:00:00+00:00
Flashloan,90,2025-02-27 00:00:00+00:00
Flashloan,187,2025-11-13 00:00:00+00:00
Flashloan,39,2025-04-05 00:00:00+00:00
Flashloan,151,2025-08-14 00:00:00+00:00
Flashloan,200,2025-11-19 00:00:00+00:00
Flashloan,53,2025-06-10 00:00:00+00:00
Flashloan,50,2025-04-14 00:00:00+00:00
Flashloan,40,2025-04-27 00:00:00+00:00
Flashloan,10,2025-12-27 00:00:00+00:00
Flashloan,42,2025-06-09 00:00:00+00:00
Flashloan,56,2025-05-11 00:00:00+00:00
Flashloan,67,2025-03-18 00:00:00+00:00
Flashloan,134,2025-10-12 00:00:00+00:00
Flashloan,82,2025-09-23 00:00:00+00:00
Flashloan,93,2025-04-02 00:00:00+00:00
Flashloan,15,2026-02-24 00:00:00+00:00
Flashloan,30,2025-12-03 00:00:00+00:00
Flashloan,32,2025-07-07 00:00:00+00:00
Flashloan,91,2025-03-13 00:00:00+00:00
Flashloan,86,2025-08-27 00:00:00+00:00
Flashloan,42,2025-05-28 00:00:00+00:00
Flashloan,13,2026-01-23 00:00:00+00:00
Liquidation,2,2025-07-13 00:00:00+00:00
Liquidation,2,2026-01-06 00:00:00+00:00
Liquidation,3,2025-04-24 00:00:00+00:00
Liquidation,5,2025-10-15 00:00:00+00:00
Liquidation,4,2025-05-15 00:00:00+00:00
Liquidation,13,2026-02-23 00:00:00+00:00
Liquidation,19,2025-11-16 00:00:00+00:00
Liquidation,19,2025-11-14 00:00:00+00:00
Liquidation,14,2025-08-01 00:00:00+00:00
Liquidation,2,2025-07-27 00:00:00+00:00
Liquidation,3,2025-09-10 00:00:00+00:00
Liquidation,3,2025-12-26 00:00:00+00:00
Liquidation,10,2025-03-31 00:00:00+00:00
Liquidation,2,2025-04-13 00:00:00+00:00
Liquidation,4,2025-12-02 00:00:00+00:00
Liquidation,4,2025-08-28 00:00:00+00:00
Liquidation,7,2025-03-12 00:00:00+00:00
Repay,401,2025-02-27 00:00:00+00:00
Repay,330,2026-01-28 00:00:00+00:00
Repay,155,2025-05-04 00:00:00+00:00
Repay,230,2025-07-26 00:00:00+00:00
Repay,708,2025-12-15 00:00:00+00:00
Repay,518,2025-08-08 00:00:00+00:00
Repay,243,2025-03-07 00:00:00+00:00
Repay,532,2025-11-13 00:00:00+00:00
Repay,176,2025-04-05 00:00:00+00:00
Repay,299,2025-12-08 00:00:00+00:00
Repay,682,2025-11-19 00:00:00+00:00
Repay,304,2025-06-10 00:00:00+00:00
Liquidation,3,2025-04-05 00:00:00+00:00
Liquidation,10,2025-11-13 00:00:00+00:00
Liquidation,6,2025-08-08 00:00:00+00:00
Liquidation,11,2025-12-15 00:00:00+00:00
Liquidation,7,2025-03-07 00:00:00+00:00
Liquidation,3,2025-07-26 00:00:00+00:00
Liquidation,11,2025-02-27 00:00:00+00:00
Liquidation,1,2026-01-28 00:00:00+00:00
Liquidation,1,2025-05-04 00:00:00+00:00
Liquidation,18,2025-11-19 00:00:00+00:00
Liquidation,4,2025-06-10 00:00:00+00:00
Liquidation,7,2025-08-14 00:00:00+00:00
Liquidation,6,2025-08-27 00:00:00+00:00
Liquidation,3,2025-03-13 00:00:00+00:00
Liquidation,2,2025-06-09 00:00:00+00:00
Liquidation,4,2025-05-28 00:00:00+00:00
Liquidation,3,2026-01-23 00:00:00+00:00
Liquidation,5,2025-12-03 00:00:00+00:00
Liquidation,3,2025-07-07 00:00:00+00:00
Liquidation,8,2026-02-24 00:00:00+00:00
Liquidation,11,2025-04-02 00:00:00+00:00
Liquidation,4,2025-09-23 00:00:00+00:00
Repay,196,2025-04-14 00:00:00+00:00
Repay,774,2025-08-14 00:00:00+00:00
Repay,276,2025-08-27 00:00:00+00:00
Repay,273,2025-03-13 00:00:00+00:00
Repay,211,2025-12-27 00:00:00+00:00
Repay,155,2025-04-27 00:00:00+00:00
Repay,310,2025-06-09 00:00:00+00:00
Repay,197,2025-03-18 00:00:00+00:00
Repay,221,2025-05-11 00:00:00+00:00
Repay,494,2025-10-12 00:00:00+00:00
Repay,769,2026-02-24 00:00:00+00:00
Repay,467,2025-09-23 00:00:00+00:00
Repay,289,2025-04-02 00:00:00+00:00
Repay,429,2025-12-03 00:00:00+00:00
Repay,220,2025-07-07 00:00:00+00:00
Repay,342,2026-01-23 00:00:00+00:00
Repay,250,2025-05-28 00:00:00+00:00
Liquidation,1,2025-08-06 00:00:00+00:00
Liquidation,1,2025-07-05 00:00:00+00:00
Liquidation,4,2025-07-11 00:00:00+00:00
Liquidation,3,2025-10-26 00:00:00+00:00
Liquidation,4,2025-09-26 00:00:00+00:00
Liquidation,41,2026-02-02 00:00:00+00:00
Liquidation,1,2025-04-29 00:00:00+00:00
Liquidation,33,2026-01-31 00:00:00+00:00
Liquidation,2,2025-05-20 00:00:00+00:00
Liquidation,8,2025-04-08 00:00:00+00:00
Liquidation,6,2025-04-22 00:00:00+00:00
Liquidation,15,2025-06-21 00:00:00+00:00
Liquidation,1,2026-01-04 00:00:00+00:00
Flashloan,88,2025-09-24 00:00:00+00:00
Flashloan,34,2026-02-05 00:00:00+00:00
Flashloan,31,2026-02-02 00:00:00+00:00
Flashloan,56,2025-04-29 00:00:00+00:00
Flashloan,74,2025-10-26 00:00:00+00:00
Flashloan,76,2025-07-11 00:00:00+00:00
Flashloan,80,2025-09-29 00:00:00+00:00
Flashloan,42,2025-09-27 00:00:00+00:00
Flashloan,76,2025-08-06 00:00:00+00:00
Flashloan,13,2026-01-01 00:00:00+00:00
Flashloan,95,2025-08-12 00:00:00+00:00
Flashloan,8,2025-12-10 00:00:00+00:00
Flashloan,27,2025-07-05 00:00:00+00:00
Flashloan,25,2025-09-07 00:00:00+00:00
Flashloan,26,2026-01-31 00:00:00+00:00
Flashloan,87,2025-10-29 00:00:00+00:00
Flashloan,87,2025-06-21 00:00:00+00:00
Flashloan,11,2026-01-04 00:00:00+00:00
Flashloan,41,2025-05-20 00:00:00+00:00
Flashloan,144,2025-09-26 00:00:00+00:00
Flashloan,137,2025-04-08 00:00:00+00:00
Flashloan,82,2025-04-22 00:00:00+00:00
Deposit,826,2025-09-08 00:00:00+00:00
Deposit,765,2025-06-16 00:00:00+00:00
Deposit,1269,2025-08-07 00:00:00+00:00
Deposit,752,2025-04-12 00:00:00+00:00
Deposit,1147,2025-11-23 00:00:00+00:00
