account,activer_users,dt
Flashloan,9,2026-02-16 00:00:00+00:00
Flashloan,78,2025-10-31 00:00:00+00:00
Flashloan,52,2025-09-15 00:00:00+00:00
Flashloan,37,2025-06-29 00:00:00+00:00
Flashloan,87,2025-07-25 00:00:00+00:00
Flashloan,71,2025-05-10 00:00:00+00:00
Flashloan,49,2025-05-29 00:00:00+00:00
Flashloan,75,2025-05-09 00:00:00+00:00
Flashloan,195,2025-10-17 00:00:00+00:00
Flashloan,11,2026-01-22 00:00:00+00:00
Flashloan,16,2026-02-11 00:00:00+00:00
Flashloan,108,2025-06-23 00:00:00+00:00
Flashloan,247,2025-10-11 00:00:00+00:00
Flashloan,65,2025-11-25 00:00:00+00:00
Flashloan,43,2025-05-22 00:00:00+00:00
Flashloan,76,2025-03-19 00:00:00+00:00
Flashloan,77,2025-11-12 00:00:00+00:00
Liquidation,12,2025-11-18 00:00:00+00:00
Liquidation,1,2025-10-05 00:00:00+00:00
Liquidation,3,2025-04-20 00:00:00+00:00
Liquidation,1,2025-08-21 00:00:00+00:00
Liquidation,4,2025-03-25 00:00:00+00:00
Liquidation,1,2025-10-18 00:00:00+00:00
Liquidation,1,2026-02-17 00:00:00+00:00
Liquidation,11,2026-01-21 00:00:00+00:00
Liquidation,2,2025-03-20 00:00:00+00:00
Liquidation,1,2025-08-20 00:00:00+00:00
Liquidation,2,2025-06-04 00:00:00+00:00
Liquidation,13,2025-12-01 00:00:00+00:00
Liquidation,14,2025-06-22 00:00:00+00:00
Liquidation,2,2026-01-02 00:00:00+00:00
Liquidation,20,2025-04-07 00:00:00+00:00
Liquidation,4,2025-07-24 00:00:00+00:00
Liquidation,4,2025-11-06 00:00:00+00:00
Liquidation,1,2025-09-16 00:00:00+00:00
Liquidation,2,2025-07-19 00:00:00+00:00
Liquidation,2,2026-01-16 00:00:00+00:00
Borrow,493,2025-12-23 00:00:00+00:00
Borrow,557,2025-06-01 00:00:00+00:00
Borrow,878,2025-08-10 00:00:00+00:00
Borrow,767,2025-10-21 00:00:00+00:00
Borrow,829,2025-04-23 00:00:00+00:00
Borrow,511,2025-06-20 00:00:00+00:00
Borrow,976,2025-11-21 00:00:00+00:00
Borrow,537,2025-12-16 00:00:00+00:00
Borrow,502,2025-06-25 00:00:00+00:00
Borrow,779,2025-10-16 00:00:00+00:00
Borrow,769,2025-05-13 00:00:00+00:00
Liquidation,4,2025-11-30 00:00:00+00:00
Liquidation,4,2025-08-26 00:00:00+00:00
Liquidation,1,2025-09-09 00:00:00+00:00
Repay,362,2025-10-09 00:00:00+00:00
Repay,235,2025-05-31 00:00:00+00:00
Liquidation,6,2025-12-21 00:00:00+00:00
Liquidation,7,2026-02-16 00:00:00+00:00
Liquidation,1,2025-06-03 00:00:00+00:00
Liquidation,14,2025-10-17 00:00:00+00:00
Liquidation,4,2026-01-22 00:00:00+00:00
Liquidation,8,2026-02-11 00:00:00+00:00
Liquidation,14,2025-10-11 00:00:00+00:00
Liquidation,5,2025-05-10 00:00:00+00:00
Liquidation,3,2025-05-29 00:00:00+00:00
Liquidation,8,2025-05-09 00:00:00+00:00
Liquidation,2,2025-06-23 00:00:00+00:00
Liquidation,2,2025-11-25 00:00:00+00:00
Liquidation,1,2025-05-22 00:00:00+00:00
Liquidation,2,2025-11-12 00:00:00+00:00
Liquidation,2,2025-03-19 00:00:00+00:00
Liquidation,4,2025-09-15 00:00:00+00:00
Liquidation,2,2025-06-29 00:00:00+00:00
Liquidation,2,2025-07-25 00:00:00+00:00
Flashloan,11,2025-12-04 00:00:00+00:00
Flashloan,11,2026-01-27 00:00:00+00:00
Deposit,1062,2025-10-09 00:00:00+00:00
Deposit,800,2025-05-31 00:00:00+00:00
Repay,765,2025-02-25 00:00:00+00:00
Repay,253,2025-04-04 00:00:00+00:00
Repay,269,2025-03-28 00:00:00+00:00
Repay,310,2025-12-30 00:00:00+00:00
Repay,298,2025-07-29 00:00:00+00:00
Repay,176,2025-03-21 00:00:00+00:00
Repay,236,2025-06-27 00:00:00+00:00
Repay,320,2026-01-12 00:00:00+00:00
Repay,316,2025-10-08 00:00:00+00:00
Repay,276,2025-07-02 00:00:00+00:00
Repay,359,2025-07-16 00:00:00+00:00
Repay,199,2025-04-17 00:00:00+00:00
Repay,152,2025-03-15 00:00:00+00:00
Repay,329,2025-07-23 00:00:00+00:00
Repay,247,2025-03-02 00:00:00+00:00
Repay,339,2025-08-17 00:00:00+00:00
Repay,255,2026-01-24 00:00:00+00:00
Repay,328,2025-11-10 00:00:00+00:00
Repay,462,2026-02-13 00:00:00+00:00
Repay,280,2025-11-28 00:00:00+00:00
Repay,377,2025-11-27 00:00:00+00:00
Repay,389,2026-02-14 00:00:00+00:00
Repay,213,2025-05-25 00:00:00+00:00
Repay,308,2025-09-13 00:00:00+00:00
Liquidation,2,2026-01-27 00:00:00+00:00
Liquidation,2,2025-12-04 00:00:00+00:00
Liquidation,6,2025-10-09 00:00:00+00:00
Liquidation,3,2025-05-31 00:00:00+00:00
Borrow,813,2025-10-09 00:00:00+00:00
Borrow,554,2025-05-31 00:00:00+00:00
Flashloan,140,2025-10-16 00:00:00+00:00
Flashloan,58,2025-05-13 00:00:00+00:00
Flashloan,47,2025-06-25 00:00:00+00:00
Flashloan,100,2025-04-10 00:00:00+00:00
Flashloan,130,2025-03-09 00:00:00+00:00
Flashloan,45,2025-08-31 00:00:00+00:00
Flashloan,93,2025-10-13 00:00:00+00:00
Flashloan,42,2025-06-14 00:00:00+00:00
Flashloan,12,2026-02-20 00:00:00+00:00
Flashloan,9,2026-01-17 00:00:00+00:00
Flashloan,68,2025-08-10 00:00:00+00:00
Flashloan,75,2025-04-23 00:00:00+00:00
Flashloan,112,2025-10-21 00:00:00+00:00
Flashloan,40,2025-06-01 00:00:00+00:00
Flashloan,374,2025-11-21 00:00:00+00:00
Flashloan,71,2025-06-20 00:00:00+00:00
Flashloan,16,2025-12-16 00:00:00+00:00
Repay,332,2025-09-17 00:00:00+00:00
Liquidation,1,2025-09-11 00:00:00+00:00
Liquidation,10,2025-04-10 00:00:00+00:00
Liquidation,10,2025-03-09 00:00:00+00:00
Liquidation,27,2025-11-21 00:00:00+00:00
Liquidation,3,2025-12-16 00:00:00+00:00
Liquidation,9,2025-06-20 00:00:00+00:00
Liquidation,3,2025-06-01 00:00:00+00:00
Liquidation,3,2025-07-03 00:00:00+00:00
Liquidation,2,2025-03-14 00:00:00+00:00
Liquidation,2,2025-12-23 00:00:00+00:00
Liquidation,6,2025-10-13 00:00:00+00:00
Liquidation,1,2025-08-31 00:00:00+00:00
Liquidation,2,2025-06-14 00:00:00+00:00
Liquidation,4,2026-02-20 00:00:00+00:00
Liquidation,9,2025-10-16 00:00:00+00:00
Liquidation,1,2025-05-13 00:00:00+00:00
Liquidation,2,2025-07-30 00:00:00+00:00
Liquidation,4,2025-08-10 00:00:00+00:00
Liquidation,5,2025-10-21 00:00:00+00:00
Liquidation,3,2025-04-23 00:00:00+00:00
Borrow,797,2025-07-29 00:00:00+00:00
Borrow,452,2025-03-21 00:00:00+00:00
Borrow,452,2025-12-30 00:00:00+00:00
Borrow,690,2025-07-02 00:00:00+00:00
Borrow,1056,2025-07-16 00:00:00+00:00
Borrow,831,2025-10-08 00:00:00+00:00
Borrow,537,2026-01-12 00:00:00+00:00
Borrow,536,2025-06-27 00:00:00+00:00
Borrow,447,2025-04-17 00:00:00+00:00
Borrow,351,2025-03-15 00:00:00+00:00
Borrow,722,2025-03-02 00:00:00+00:00
Borrow,909,2025-07-23 00:00:00+00:00
Borrow,801,2025-08-17 00:00:00+00:00
Borrow,405,2026-01-24 00:00:00+00:00
Borrow,752,2025-11-10 00:00:00+00:00
Borrow,587,2026-02-13 00:00:00+00:00
Borrow,772,2025-09-17 00:00:00+00:00
Borrow,579,2025-11-28 00:00:00+00:00
Borrow,692,2025-09-13 00:00:00+00:00
Borrow,560,2026-02-14 00:00:00+00:00
Borrow,515,2025-05-25 00:00:00+00:00
Borrow,539,2025-03-28 00:00:00+00:00
Borrow,669,2025-11-27 00:00:00+00:00
Flashloan,92,2025-10-02 00:00:00+00:00
Flashloan,46,2025-09-11 00:00:00+00:00
Liquidation,3,2025-03-21 00:00:00+00:00
Liquidation,1,2025-07-29 00:00:00+00:00
Liquidation,7,2025-07-16 00:00:00+00:00
Liquidation,2,2025-10-08 00:00:00+00:00
Liquidation,1,2026-01-12 00:00:00+00:00
Liquidation,2,2025-07-02 00:00:00+00:00
Liquidation,1,2025-06-27 00:00:00+00:00
Liquidation,2,2025-04-17 00:00:00+00:00
Liquidation,12,2025-03-28 00:00:00+00:00
Liquidation,4,2025-07-23 00:00:00+00:00
Liquidation,7,2025-03-02 00:00:00+00:00
Liquidation,6,2025-08-17 00:00:00+00:00
Liquidation,2,2025-03-15 00:00:00+00:00
Liquidation,5,2025-11-10 00:00:00+00:00
Liquidation,5,2025-11-27 00:00:00+00:00
Liquidation,4,2026-02-13 00:00:00+00:00
Liquidation,1,2025-09-17 00:00:00+00:00
Liquidation,2,2026-02-14 00:00:00+00:00
Liquidation,1,2025-05-25 00:00:00+00:00
Liquidation,2,2025-11-28 00:00:00+00:00
Liquidation,5,2025-09-13 00:00:00+00:00
Repay,239,2025-04-15 00:00:00+00:00
Repay,404,2025-10-24 00:00:00+00:00
Repay,227,2025-04-01 00:00:00+00:00
Repay,262,2025-07-12 00:00:00+00:00
Repay,225,2025-06-02 00:00:00+00:00
Repay,477,2025-10-30 00:00:00+00:00
Repay,641,2025-08-13 00:00:00+00:00
Repay,1184,2025-09-25 00:00:00+00:00
Repay,215,2025-12-28 00:00:00+00:00
Repay,610,2025-09-22 00:00:00+00:00
Repay,175,2025-07-06 00:00:00+00:00
Repay,476,2026-01-26 00:00:00+00:00
Repay,236,2025-05-27 00:00:00+00:00
Repay,365,2025-08-24 00:00:00+00:00
Repay,431,2025-08-02 00:00:00+00:00
Repay,237,2025-07-09 00:00:00+00:00
Deposit,873,2025-07-29 00:00:00+00:00
Deposit,787,2025-12-30 00:00:00+00:00
Deposit,707,2025-03-21 00:00:00+00:00
Deposit,570,2025-03-15 00:00:00+00:00
Deposit,944,2025-03-02 00:00:00+00:00
Deposit,1137,2025-08-17 00:00:00+00:00
Deposit,1405,2025-07-23 00:00:00+00:00
Deposit,1128,2026-02-13 00:00:00+00:00
Deposit,922,2026-01-24 00:00:00+00:00
Deposit,1239,2025-11-10 00:00:00+00:00
Deposit,1053,2025-09-17 00:00:00+00:00
Deposit,886,2025-11-28 00:00:00+00:00
Deposit,1069,2025-11-27 00:00:00+00:00
Deposit,877,2026-01-12 00:00:00+00:00
Deposit,873,2025-07-02 00:00:00+00:00
Deposit,1266,2025-07-16 00:00:00+00:00
Deposit,1074,2025-10-08 00:00:00+00:00
Deposit,1017,2025-09-13 00:00:00+00:00
Deposit,867,2025-03-28 00:00:00+00:00
Deposit,1030,2026-02-14 00:00:00+00:00
Deposit,708,2025-05-25 00:00:00+00:00
Liquidation,16,2025-02-25 00:00:00+00:00
Liquidation,6,2025-04-04 00:00:00+00:00
Repay,390,2025-10-21 00:00:00+00:00
Repay,283,2025-04-23 00:00:00+00:00
Repay,999,2025-02-28 00:00:00+00:00
Repay,230,2025-12-25 00:00:00+00:00
Repay,801,2026-01-29 00:00:00+00:00
Repay,303,2025-07-01 00:00:00+00:00
Liquidation,22,2025-02-28 00:00:00+00:00
Liquidation,1,2025-12-25 00:00:00+00:00
Liquidation,2,2025-07-09 00:00:00+00:00
Liquidation,7,2025-08-02 00:00:00+00:00
Liquidation,1,2025-07-01 00:00:00+00:00
Liquidation,13,2026-01-29 00:00:00+00:00
Repay,298,2025-07-03 00:00:00+00:00
Repay,220,2025-03-14 00:00:00+00:00
Repay,423,2025-07-30 00:00:00+00:00
Repay,389,2025-03-09 00:00:00+00:00
Repay,294,2025-04-10 00:00:00+00:00
Repay,321,2025-09-11 00:00:00+00:00
Repay,403,2025-10-02 00:00:00+00:00
Repay,353,2025-08-10 00:00:00+00:00
Repay,502,2025-10-16 00:00:00+00:00
Repay,177,2025-06-25 00:00:00+00:00
Repay,245,2025-05-13 00:00:00+00:00
Deposit,997,2025-06-27 00:00:00+00:00
Deposit,636,2025-04-17 00:00:00+00:00
Liquidation,4,2025-08-13 00:00:00+00:00
Liquidation,13,2025-09-25 00:00:00+00:00
Liquidation,1,2025-12-28 00:00:00+00:00
Liquidation,5,2025-08-24 00:00:00+00:00
Liquidation,1,2026-01-26 00:00:00+00:00
Liquidation,5,2025-04-01 00:00:00+00:00
Liquidation,9,2025-10-30 00:00:00+00:00
Borrow,708,2025-06-11 00:00:00+00:00
Borrow,811,2025-11-03 00:00:00+00:00
Repay,1510,2025-11-21 00:00:00+00:00
Repay,499,2025-12-16 00:00:00+00:00
Repay,225,2025-06-20 00:00:00+00:00
Repay,397,2026-02-20 00:00:00+00:00
Repay,259,2025-08-31 00:00:00+00:00
Repay,415,2025-10-13 00:00:00+00:00
Repay,203,2025-06-14 00:00:00+00:00
Repay,241,2026-01-17 00:00:00+00:00
Flashloan,52,2025-07-30 00:00:00+00:00
Deposit,2093,2025-02-28 00:00:00+00:00
Deposit,663,2025-12-25 00:00:00+00:00
Flashloan,42,2025-05-02 00:00:00+00:00
Flashloan,10,2026-01-14 00:00:00+00:00
Flashloan,15,2025-12-18 00:00:00+00:00
Liquidation,20,2025-09-22 00:00:00+00:00
Liquidation,2,2025-07-06 00:00:00+00:00
Deposit,1789,2025-02-25 00:00:00+00:00
Deposit,688,2025-04-04 00:00:00+00:00
Deposit,794,2025-07-09 00:00:00+00:00
Deposit,1184,2025-08-02 00:00:00+00:00
Deposit,1658,2026-01-29 00:00:00+00:00
Deposit,1137,2025-07-01 00:00:00+00:00
Deposit,1037,2025-10-24 00:00:00+00:00
Deposit,682,2025-04-01 00:00:00+00:00
Deposit,749,2025-04-15 00:00:00+00:00
Deposit,807,2025-07-12 00:00:00+00:00
Deposit,637,2025-06-02 00:00:00+00:00
Deposit,1307,2025-10-30 00:00:00+00:00
Deposit,594,2025-12-28 00:00:00+00:00
Deposit,1276,2025-08-24 00:00:00+00:00
Deposit,1293,2026-01-26 00:00:00+00:00
Deposit,725,2025-05-27 00:00:00+00:00
Deposit,644,2025-07-06 00:00:00+00:00
Deposit,1732,2025-09-22 00:00:00+00:00
Repay,391,2025-12-23 00:00:00+00:00
Flashloan,14,2025-12-23 00:00:00+00:00
Liquidation,2,2025-04-15 00:00:00+00:00
Liquidation,2,2025-06-02 00:00:00+00:00
Liquidation,2,2025-07-12 00:00:00+00:00
Deposit,1792,2025-08-13 00:00:00+00:00
Deposit,2074,2025-09-25 00:00:00+00:00
Deposit,1301,2025-03-09 00:00:00+00:00
Deposit,931,2025-04-10 00:00:00+00:00
Deposit,1108,2025-06-01 00:00:00+00:00
Deposit,1165,2026-01-27 00:00:00+00:00
Deposit,1089,2025-12-04 00:00:00+00:00
Deposit,854,2025-03-14 00:00:00+00:00
Deposit,1038,2025-07-03 00:00:00+00:00
Deposit,926,2026-02-20 00:00:00+00:00
Deposit,855,2025-08-31 00:00:00+00:00
Deposit,799,2026-01-17 00:00:00+00:00
Deposit,632,2025-06-14 00:00:00+00:00
Deposit,1286,2025-10-13 00:00:00+00:00
Flashloan,109,2025-08-09 00:00:00+00:00
Flashloan,91,2025-11-24 00:00:00+00:00
Flashloan,175,2025-11-03 00:00:00+00:00
Flashloan,57,2025-06-11 00:00:00+00:00
Flashloan,73,2025-09-18 00:00:00+00:00
Flashloan,81,2025-07-22 00:00:00+00:00
Flashloan,59,2025-11-08 00:00:00+00:00
Flashloan,84,2025-08-23 00:00:00+00:00
Flashloan,8,2026-01-09 00:00:00+00:00
Flashloan,18,2026-01-19 00:00:00+00:00
Flashloan,62,2025-07-28 00:00:00+00:00
Flashloan,186,2025-03-04 00:00:00+00:00
Flashloan,14,2025-12-13 00:00:00+00:00
Flashloan,52,2025-05-23 00:00:00+00:00
Flashloan,45,2025-06-06 00:00:00+00:00
Flashloan,64,2025-04-11 00:00:00+00:00
Flashloan,83,2025-11-09 00:00:00+00:00
Flashloan,89,2025-11-22 00:00:00+00:00
Flashloan,105,2025-10-07 00:00:00+00:00
Flashloan,42,2025-07-08 00:00:00+00:00
Flashloan,44,2025-05-07 00:00:00+00:00
Flashloan,40,2025-06-26 00:00:00+00:00
Flashloan,50,2025-03-16 00:00:00+00:00
Deposit,600,2025-06-25 00:00:00+00:00
Deposit,1251,2025-10-16 00:00:00+00:00
Deposit,809,2025-05-13 00:00:00+00:00
Deposit,1200,2025-07-30 00:00:00+00:00
Deposit,1080,2025-08-10 00:00:00+00:00
Deposit,1030,2025-10-21 00:00:00+00:00
Deposit,960,2025-04-23 00:00:00+00:00
Deposit,864,2025-12-23 00:00:00+00:00
Deposit,692,2025-06-20 00:00:00+00:00
Deposit,2775,2025-11-21 00:00:00+00:00
Deposit,1058,2025-12-16 00:00:00+00:00
Deposit,1012,2025-09-11 00:00:00+00:00
Deposit,1231,2025-10-02 00:00:00+00:00
Borrow,883,2026-01-14 00:00:00+00:00
Borrow,572,2025-12-18 00:00:00+00:00
Borrow,525,2025-05-02 00:00:00+00:00
Borrow,913,2025-07-22 00:00:00+00:00
Borrow,506,2025-11-08 00:00:00+00:00
Borrow,814,2025-08-23 00:00:00+00:00
Borrow,478,2026-01-09 00:00:00+00:00
Borrow,848,2025-09-18 00:00:00+00:00
Borrow,503,2025-06-26 00:00:00+00:00
Borrow,305,2025-03-16 00:00:00+00:00
Borrow,591,2026-02-10 00:00:00+00:00
Borrow,661,2025-03-04 00:00:00+00:00
Borrow,402,2025-12-13 00:00:00+00:00
Borrow,928,2025-07-28 00:00:00+00:00
Borrow,650,2025-06-06 00:00:00+00:00
Borrow,776,2025-05-23 00:00:00+00:00
Borrow,495,2025-05-07 00:00:00+00:00
Borrow,618,2026-01-19 00:00:00+00:00
Borrow,509,2025-11-22 00:00:00+00:00
Borrow,595,2025-11-09 00:00:00+00:00
Borrow,540,2025-04-11 00:00:00+00:00
Borrow,638,2025-07-08 00:00:00+00:00
Borrow,958,2025-10-07 00:00:00+00:00
Repay,147,2025-04-19 00:00:00+00:00
Deposit,1207,2025-08-04 00:00:00+00:00
Deposit,1006,2026-01-13 00:00:00+00:00
Deposit,614,2025-04-28 00:00:00+00:00
Repay,282,2025-09-15 00:00:00+00:00
Repay,186,2025-06-29 00:00:00+00:00
Repay,312,2025-07-25 00:00:00+00:00
Repay,288,2025-05-29 00:00:00+00:00
Repay,252,2025-05-10 00:00:00+00:00
Repay,261,2025-12-21 00:00:00+00:00
Repay,231,2025-06-03 00:00:00+00:00
Repay,339,2026-02-16 00:00:00+00:00
Repay,304,2025-06-23 00:00:00+00:00
Repay,357,2025-11-25 00:00:00+00:00
Repay,245,2025-05-22 00:00:00+00:00
Repay,1268,2025-10-11 00:00:00+00:00
Repay,374,2025-10-31 00:00:00+00:00
Repay,218,2025-11-30 00:00:00+00:00
Repay,361,2025-08-26 00:00:00+00:00
Repay,308,2025-09-09 00:00:00+00:00
Repay,203,2025-03-19 00:00:00+00:00
Repay,335,2025-11-12 00:00:00+00:00
Repay,375,2026-01-22 00:00:00+00:00
Repay,710,2026-02-11 00:00:00+00:00
Repay,774,2025-10-17 00:00:00+00:00
Liquidation,7,2025-08-09 00:00:00+00:00
Liquidation,2,2025-11-24 00:00:00+00:00
Flashloan,36,2025-12-12 00:00:00+00:00
Flashloan,241,2025-03-10 00:00:00+00:00
Repay,336,2025-06-01 00:00:00+00:00
Borrow,784,2025-02-25 00:00:00+00:00
Borrow,427,2025-04-04 00:00:00+00:00
Flashloan,71,2025-07-03 00:00:00+00:00
Flashloan,72,2025-03-14 00:00:00+00:00
Flashloan,42,2025-07-19 00:00:00+00:00
Flashloan,11,2025-12-20 00:00:00+00:00
Borrow,824,2025-02-28 00:00:00+00:00
Borrow,327,2025-12-25 00:00:00+00:00
Borrow,687,2025-07-09 00:00:00+00:00
Borrow,845,2025-08-02 00:00:00+00:00
Borrow,677,2025-07-01 00:00:00+00:00
Borrow,720,2026-01-29 00:00:00+00:00
Borrow,602,2025-10-24 00:00:00+00:00
Borrow,465,2025-04-01 00:00:00+00:00
Borrow,551,2025-04-15 00:00:00+00:00
Borrow,948,2025-10-30 00:00:00+00:00
Borrow,686,2025-07-12 00:00:00+00:00
Borrow,550,2025-06-02 00:00:00+00:00
Borrow,1369,2025-08-13 00:00:00+00:00
Borrow,1401,2025-09-25 00:00:00+00:00
Borrow,314,2025-12-28 00:00:00+00:00
Borrow,926,2025-08-24 00:00:00+00:00
Borrow,606,2026-01-26 00:00:00+00:00
Borrow,624,2025-05-27 00:00:00+00:00
Borrow,441,2025-07-06 00:00:00+00:00
Borrow,1217,2025-09-22 00:00:00+00:00
Liquidation,9,2025-12-18 00:00:00+00:00
Liquidation,1,2026-01-14 00:00:00+00:00
Liquidation,3,2025-06-11 00:00:00+00:00
Liquidation,14,2025-11-03 00:00:00+00:00
Liquidation,3,2025-08-23 00:00:00+00:00
Liquidation,1,2026-01-09 00:00:00+00:00
Liquidation,4,2025-04-11 00:00:00+00:00
Liquidation,3,2025-11-09 00:00:00+00:00
Liquidation,16,2025-03-04 00:00:00+00:00
Liquidation,5,2025-07-28 00:00:00+00:00
Liquidation,1,2025-07-08 00:00:00+00:00
Liquidation,3,2025-10-07 00:00:00+00:00
Liquidation,3,2025-11-22 00:00:00+00:00
Repay,355,2025-05-09 00:00:00+00:00
Repay,372,2026-01-27 00:00:00+00:00
Repay,435,2025-12-04 00:00:00+00:00
Repay,371,2026-01-13 00:00:00+00:00
Repay,291,2025-08-04 00:00:00+00:00
Repay,184,2025-04-28 00:00:00+00:00
Borrow,995,2025-08-04 00:00:00+00:00
Borrow,612,2026-01-13 00:00:00+00:00
Borrow,528,2025-04-28 00:00:00+00:00
Borrow,633,2026-02-08 00:00:00+00:00
Borrow,661,2025-03-10 00:00:00+00:00
Borrow,617,2025-12-12 00:00:00+00:00
Borrow,713,2025-10-20 00:00:00+00:00
Borrow,763,2025-12-09 00:00:00+00:00
Borrow,437,2025-05-17 00:00:00+00:00
Borrow,1007,2025-07-31 00:00:00+00:00
Borrow,754,2025-09-19 00:00:00+00:00
Borrow,660,2025-05-01 00:00:00+00:00
Borrow,586,2025-06-12 00:00:00+00:00
Borrow,282,2025-03-22 00:00:00+00:00
Borrow,882,2026-02-01 00:00:00+00:00
Borrow,538,2025-09-06 00:00:00+00:00
Borrow,523,2026-02-15 00:00:00+00:00
Borrow,857,2025-08-29 00:00:00+00:00
Borrow,278,2026-02-25 00:00:00+00:00
Borrow,961,2025-08-18 00:00:00+00:00
Borrow,376,2025-11-29 00:00:00+00:00
Liquidation,5,2026-01-13 00:00:00+00:00
Liquidation,4,2025-08-04 00:00:00+00:00
Liquidation,1,2025-04-28 00:00:00+00:00
Repay,232,2026-01-10 00:00:00+00:00
Repay,827,2025-03-10 00:00:00+00:00
Repay,420,2025-12-12 00:00:00+00:00
Repay,440,2026-02-08 00:00:00+00:00
Repay,508,2025-12-09 00:00:00+00:00
Repay,294,2025-10-20 00:00:00+00:00
Repay,172,2025-05-17 00:00:00+00:00
Repay,552,2025-07-31 00:00:00+00:00
Repay,266,2025-06-12 00:00:00+00:00
Repay,247,2025-05-01 00:00:00+00:00
Repay,329,2025-09-19 00:00:00+00:00
Repay,1427,2026-02-01 00:00:00+00:00
Repay,125,2025-03-22 00:00:00+00:00
Repay,286,2025-09-06 00:00:00+00:00
Repay,459,2025-08-18 00:00:00+00:00
Repay,237,2025-11-29 00:00:00+00:00
Repay,190,2026-02-25 00:00:00+00:00
Repay,377,2026-02-15 00:00:00+00:00
Repay,407,2025-08-29 00:00:00+00:00
Liquidation,1,2026-01-10 00:00:00+00:00
Liquidation,5,2025-05-17 00:00:00+00:00
Liquidation,22,2025-03-10 00:00:00+00:00
Liquidation,6,2025-12-12 00:00:00+00:00
Liquidation,5,2026-02-08 00:00:00+00:00
Liquidation,4,2025-10-20 00:00:00+00:00
Liquidation,5,2025-12-09 00:00:00+00:00
Liquidation,3,2025-07-31 00:00:00+00:00
Liquidation,26,2026-02-01 00:00:00+00:00
Liquidation,1,2025-03-22 00:00:00+00:00
Liquidation,8,2025-08-29 00:00:00+00:00
Liquidation,3,2026-02-15 00:00:00+00:00
Liquidation,8,2025-08-18 00:00:00+00:00
Liquidation,2,2025-11-29 00:00:00+00:00
Liquidation,3,2026-02-25 00:00:00+00:00
Liquidation,4,2025-06-12 00:00:00+00:00
Liquidation,3,2025-05-01 00:00:00+00:00
Liquidation,2,2025-09-19 00:00:00+00:00
Liquidation,4,2026-02-10 00:00:00+00:00
Flashloan,10,2026-02-10 00:00:00+00:00
Borrow,1292,2025-08-09 00:00:00+00:00
Borrow,702,2025-11-24 00:00:00+00:00
Liquidation,3,2025-09-18 00:00:00+00:00
Liquidation,10,2026-01-19 00:00:00+00:00
Liquidation,6,2025-05-23 00:00:00+00:00
Liquidation,2,2025-06-06 00:00:00+00:00
Liquidation,1,2025-03-16 00:00:00+00:00
Deposit,1356,2026-01-14 00:00:00+00:00
Deposit,640,2025-05-02 00:00:00+00:00
Deposit,1102,2025-12-18 00:00:00+00:00
Repay,390,2025-11-24 00:00:00+00:00
Repay,581,2025-08-09 00:00:00+00:00
Repay,565,2026-01-14 00:00:00+00:00
Repay,578,2025-12-18 00:00:00+00:00
Repay,199,2025-05-02 00:00:00+00:00
Repay,369,2025-09-18 00:00:00+00:00
Repay,356,2025-11-08 00:00:00+00:00
Repay,325,2025-07-22 00:00:00+00:00
Repay,286,2026-01-09 00:00:00+00:00
Repay,348,2025-08-23 00:00:00+00:00
Repay,557,2025-03-04 00:00:00+00:00
Repay,335,2025-07-28 00:00:00+00:00
Repay,285,2025-12-13 00:00:00+00:00
Repay,466,2026-02-10 00:00:00+00:00
Repay,356,2025-06-06 00:00:00+00:00
Repay,294,2025-05-23 00:00:00+00:00
Repay,204,2025-05-07 00:00:00+00:00
Repay,431,2025-10-07 00:00:00+00:00
Repay,236,2025-07-08 00:00:00+00:00
Repay,153,2025-03-16 00:00:00+00:00
Repay,191,2025-06-26 00:00:00+00:00
Repay,435,2026-01-19 00:00:00+00:00
Repay,723,2025-11-03 00:00:00+00:00
Repay,232,2025-06-11 00:00:00+00:00
Repay,321,2025-11-09 00:00:00+00:00
Repay,231,2025-04-11 00:00:00+00:00
Liquidation,4,2025-07-22 00:00:00+00:00
Liquidation,1,2025-11-08 00:00:00+00:00
Repay,453,2025-11-22 00:00:00+00:00
Deposit,4599,2026-02-05 00:00:00+00:00
Deposit,1209,2025-09-24 00:00:00+00:00
Deposit,1703,2025-08-09 00:00:00+00:00
Deposit,1154,2025-11-24 00:00:00+00:00
Deposit,1297,2025-07-22 00:00:00+00:00
Deposit,1189,2025-11-08 00:00:00+00:00
Deposit,795,2025-06-11 00:00:00+00:00
Deposit,1566,2025-11-03 00:00:00+00:00
Deposit,1089,2025-09-18 00:00:00+00:00
Deposit,1232,2025-08-23 00:00:00+00:00
Deposit,862,2026-01-09 00:00:00+00:00
Deposit,568,2025-03-16 00:00:00+00:00
Deposit,629,2025-06-26 00:00:00+00:00
Deposit,1100,2026-01-19 00:00:00+00:00
Deposit,1504,2025-03-04 00:00:00+00:00
Deposit,1053,2025-07-28 00:00:00+00:00
Deposit,768,2025-12-13 00:00:00+00:00
Deposit,1132,2025-06-06 00:00:00+00:00
Deposit,810,2025-05-23 00:00:00+00:00
Deposit,769,2025-04-11 00:00:00+00:00
Deposit,1220,2025-11-09 00:00:00+00:00
Deposit,1074,2026-02-10 00:00:00+00:00
Deposit,841,2025-07-08 00:00:00+00:00
Deposit,1175,2025-10-07 00:00:00+00:00
Deposit,1171,2025-11-22 00:00:00+00:00
