Date,Compound - Active loans ($)
2025-10-22,1145507810.75904
2025-10-23,1146505438.000849
2025-10-24,1147539480.720391
2025-10-25,1156510309.514784
2025-10-26,1166577160.629594
2025-10-27,1176863115.706473
2025-10-28,1157823297.498238
2025-10-29,1157870759.718479
2025-10-30,1154422333.571475
2025-10-31,1155578016.68689
2025-11-01,1160659901.593156
2025-11-02,1158159892.124758
2025-11-03,1132667885.939464
2025-11-04,1051631962.217176
2025-11-05,1031398037.57899
2025-11-06,1003111587.081584
2025-11-07,987861705.564489
2025-11-08,969735934.026205
2025-11-09,981613696.534754
2025-11-10,981711076.252325
2025-11-11,978153845.19886
2025-11-12,977715588.215617
2025-11-13,962000549.391224
2025-11-14,943234482.547967
2025-11-15,945629008.742083
2025-11-16,943387289.861467
2025-11-17,938102375.086978
2025-11-18,936687366.650426
2025-11-19,927447085.296736
2025-11-20,911301162.949509
2025-11-21,878917994.380651
2025-11-22,863390572.830884
2025-11-23,881688960.929946
2025-11-24,879645794.635805
2025-11-25,877662115.890429
2025-11-26,881677250.353052
2025-11-27,883810128.919228
2025-11-28,884287624.732151
2025-11-29,881492652.994388
2025-11-30,883768771.911393
2025-12-01,882037345.195356
2025-12-02,888104355.123145
2025-12-03,912148956.543866
2025-12-04,910267737.514171
2025-12-05,901311621.479453
2025-12-06,902210524.966556
2025-12-07,908677498.235867
2025-12-08,907739428.70566
2025-12-09,938386165.885149
2025-12-10,940457434.022644
2025-12-11,926698897.524987
2025-12-12,923240101.539855
2025-12-13,924962248.048884
2025-12-14,921676428.125587
2025-12-15,922831106.955115
2025-12-16,919390656.297602
2025-12-17,907466662.538361
2025-12-18,906108629.656921
2025-12-19,919075189.966197
2025-12-20,918635134.965132
2025-12-21,920575491.248469
2025-12-22,927234203.876133
2025-12-23,925693793.912156
2025-12-24,925240056.810431
2025-12-25,920168544.863569
2025-12-26,912365548.514317
2025-12-27,913667595.963369
2025-12-28,913939105.412718
2025-12-29,894823281.56682
2025-12-30,894859465.637902
2025-12-31,895056017.901779
2026-01-01,886420797.724837
2026-01-02,899820040.181016
2026-01-03,901444977.520408
2026-01-04,904287645.245755
2026-01-05,915360773.334852
2026-01-06,913539697.50273
2026-01-07,900809665.964843
2026-01-08,897263157.300874
2026-01-09,897091546.987744
2026-01-10,896869846.98883
2026-01-11,899779610.441083
2026-01-12,893965955.369436
2026-01-13,912531713.445644
2026-01-14,914804330.925569
2026-01-15,912790825.716166
2026-01-16,910833728.766696
2026-01-17,914504907.324552
2026-01-18,912286130.35261
2026-01-19,910738870.409991
2026-01-20,891495572.570024
2026-01-21,836646409.82401
2026-01-22,837119303.355556
2026-01-23,836092707.99589
2026-01-24,855195684.566747
2026-01-25,846532495.834471
2026-01-26,860286364.543059
2026-01-27,857843381.045238
2026-01-28,858566515.93586
2026-01-29,844859354.712662
2026-01-30,806784150.163323
2026-01-31,747197665.934299
2026-02-01,701457818.004958
2026-02-02,691132991.022626
2026-02-03,671490753.394592
2026-02-04,657175577.896002
2026-02-05,585398722.820129
2026-02-06,612229269.154306
2026-02-07,607623343.303132
2026-02-08,608115160.03174
2026-02-09,605297909.088933
2026-02-10,599824729.67028
2026-02-11,595838012.713556
2026-02-12,585718143.374612
2026-02-13,598983754.703096
2026-02-14,601637816.882735
2026-02-15,591987916.874789
2026-02-16,593034003.312872
2026-02-17,588433421.498211
2026-02-18,586159141.135503
2026-02-19,586630808.459252
2026-02-20,591332736.355833
2026-02-21,589368919.580297
2026-02-22,586818364.385336
2026-02-23,571219467.278211
2026-02-24,562218850.066917
2026-02-25,585098207.162677
