Date,Lido Finance - Assets staked ($)
2025-09-05,37363698376.7327
2025-09-06,37075216667.18239
2025-09-07,37336882320.73556
2025-09-08,37367062896.85131
2025-09-09,37366558733.2704
2025-09-10,37541039961.252
2025-09-11,38454695076.84127
2025-09-12,40550194141.94524
2025-09-13,40192765355.34629
2025-09-14,39668655655.67906
2025-09-15,38877556652.999275
2025-09-16,38718763245.16769
2025-09-17,39539715279.986694
2025-09-18,39499649134.20494
2025-09-19,38335940089.28951
2025-09-20,38338546880.762245
2025-09-21,38131866728.09709
2025-09-22,35791541170.450905
2025-09-23,35579254328.95511
2025-09-24,35481021595.830795
2025-09-25,33136855954.3641
2025-09-26,34437089611.86582
2025-09-27,34439907506.63458
2025-09-28,35320452628.64116
2025-09-29,36014990840.35664
2025-09-30,35354531577.011055
2025-10-01,37004864664.3368
2025-10-02,38171319565.74828
2025-10-03,38489539727.31462
2025-10-04,38207476767.21167
2025-10-05,38469261290.92809
2025-10-06,39973413953.27564
2025-10-07,38031282146.68551
2025-10-08,38593405432.51885
2025-10-09,37117867911.18379
2025-10-10,32578205861.16262
2025-10-11,31818034249.97157
2025-10-12,35295245143.66709
2025-10-13,36052212323.56298
2025-10-14,35050294444.80299
2025-10-15,33839620255.422558
2025-10-16,33042828611.547005
2025-10-17,32557802744.474724
2025-10-18,33021311855.027267
2025-10-19,33846583577.52934
2025-10-20,33805869652.533848
2025-10-21,32948964572.58046
2025-10-22,32243983265.061146
2025-10-23,32693039121.366455
2025-10-24,33797844710.774475
2025-10-25,33965268791.63085
2025-10-26,35647632138.05197
2025-10-27,35396749570.42506
2025-10-28,34190963017.245735
2025-10-29,33515874041.25378
2025-10-30,32612853328.895535
2025-10-31,33059495153.869503
2025-11-01,33264889966.07686
2025-11-02,33536209339.842533
2025-11-03,30915673604.55123
2025-11-04,28223152146.059128
2025-11-05,29468231431.173775
2025-11-06,28573132613.906418
2025-11-07,29700970128.529625
2025-11-08,29366260410.46042
2025-11-09,30896385286.867096
2025-11-10,30760684546.93999
2025-11-11,29540855719.586025
2025-11-12,29463648552.37972
2025-11-13,27946949996.560852
2025-11-14,26848208926.78559
2025-11-15,27350864229.66356
2025-11-16,26706720450.602654
2025-11-17,26047781311.553707
2025-11-18,26936249039.285164
2025-11-19,26053776774.171577
2025-11-20,24454206411.5684
2025-11-21,23829633367.78038
2025-11-22,23907976397.225403
2025-11-23,24180530489.257942
2025-11-24,25538997201.57909
2025-11-25,25558601489.54081
2025-11-26,26105026146.706413
2025-11-27,26042464336.900345
2025-11-28,26181399513.843887
2025-11-29,25798969617.749268
2025-11-30,25854265540.450504
2025-12-01,24155919085.15645
2025-12-02,25928806773.116547
2025-12-03,27558626316.342308
2025-12-04,27123334580.370632
2025-12-05,26184335938.152718
2025-12-06,26324258837.62507
2025-12-07,26516697933.713055
2025-12-08,27171952679.01289
2025-12-09,28945196383.188675
2025-12-10,29045438668.727924
2025-12-11,28241045209.820465
2025-12-12,26989172883.71361
2025-12-13,27248370845.568897
2025-12-14,26817327362.16964
2025-12-15,25890859250.818478
2025-12-16,25928003677.40712
2025-12-17,24766480271.315357
2025-12-18,24740933099.570255
2025-12-19,26115154101.788223
2025-12-20,26109012741.565548
2025-12-21,26275552868.568962
2025-12-22,26403489099.60482
2025-12-23,26033674842.5774
2025-12-24,25892720546.350506
2025-12-25,25503403596.186474
2025-12-26,25705634396.991234
2025-12-27,25898568171.494484
2025-12-28,25897054538.672512
2025-12-29,25779048526.342445
2025-12-30,26111829713.72865
2025-12-31,26151583522.543827
2026-01-01,26462544653.463627
2026-01-02,27595306815.397717
2026-01-03,27632201877.409702
2026-01-04,27793808432.67474
2026-01-05,28617148124.54256
2026-01-06,29179566684.66115
2026-01-07,28042555530.207363
2026-01-08,27609256483.41463
2026-01-09,27424939802.379642
2026-01-10,27485053625.34262
2026-01-11,27782112522.282703
2026-01-12,27591060532.66398
2026-01-13,29651214529.084667
2026-01-14,30026519170.36715
2026-01-15,29643031043.33844
2026-01-16,29476204903.452297
2026-01-17,29608312125.0316
2026-01-18,29539416635.537968
2026-01-19,28976137157.076424
2026-01-20,26810142096.90011
2026-01-21,27484149314.687595
2026-01-22,27319569389.314964
2026-01-23,27572825047.820004
2026-01-24,27657683808.44753
2026-01-25,26376447072.830452
2026-01-26,27589974756.394436
2026-01-27,28578803539.935505
2026-01-28,28533067765.35232
2026-01-29,26830553129.690136
2026-01-30,25886650228.280716
2026-01-31,23411442083.85756
2026-02-01,21748148124.86056
2026-02-02,22435690736.40851
2026-02-03,21334074327.41572
2026-02-04,20562761798.2348
2026-02-05,17477036074.05771
2026-02-06,19772637100.539787
2026-02-07,19975986389.937626
2026-02-08,19993434150.170467
2026-02-09,20119991943.434208
2026-02-10,19359020908.703815
2026-02-11,18532065847.865494
2026-02-12,18586716727.96753
2026-02-13,19575185016.17071
2026-02-14,19865335686.049416
2026-02-15,18610832777.093277
2026-02-16,18932556203.45263
2026-02-17,18881737200.263683
2026-02-18,18484879028.669193
2026-02-19,18428055110.28726
2026-02-20,18638893912.683727
2026-02-21,18702168630.21365
2026-02-22,18515653026.25373
2026-02-23,17519632609.124992
2026-02-24,17509113318.76201
2026-02-25,19370269989.477306
